Long,Lat,type,name
-71.4724109,42.1129602,restaurant,Outback Steakhouse
-71.0707672,42.4272275,restaurant,Mystic Station
-71.069924,42.4271984,restaurant,Pho 99
-71.0692115,42.4268327,restaurant,Mandarin Malden
-71.0690005,42.4267936,restaurant,All Seasons Table
-71.0678308,42.4263797,restaurant,Pho Bistro
-71.0677435,42.4266566,restaurant,Mings Seafood Restaurant
-71.0692545,42.4264701,restaurant,Exhange Street Bistro
-71.0673694,42.4258471,restaurant,3 Amigos Bar & Grill
-71.0673211,42.4259402,restaurant,Saigon Noodle
-71.0670018,42.4286302,restaurant,Habesha
-71.0669532,42.4283791,restaurant,Taste of India
-71.0679218,42.4244973,restaurant,Joti Palace
-71.0679084,42.4241983,restaurant,Sichuan Taste
-71.0658018,42.4250795,restaurant,Dockside Restaurant
-71.0648681,42.4249875,restaurant,Yong Yong
-71.0647769,42.4248745,restaurant,Crying Thaiger
-71.0647134,42.4248036,restaurant,The Island
-71.06099,42.429665,restaurant,WOW Barbecue
-71.0608239,42.4297489,restaurant,J&R Restaurant and Bakery
-70.2978857,41.6685266,restaurant,Not Your Average Joes
-71.0717382,42.3440669,restaurant,Banyan
-71.0725681,42.4225009,restaurant,Anthony's of Malden
-71.0631089,42.374186,restaurant,Warren Tavern
-71.731078,42.5964267,restaurant,Fish Market
-70.5170856,41.6163989,restaurant,Great Wall Chinese Restaurant
-71.1194187,42.3731248,restaurant,Russell House Tavern
-71.1198198,42.3726803,restaurant,Chutney's
-71.120629,42.3740762,restaurant,The Sinclair
-71.1202828,42.3742557,restaurant,Border Cafe
-71.1218285,42.3737684,restaurant,Harvest
-71.1235632,42.3720308,restaurant,Legal Sea Foods
-71.1233211,42.3722812,restaurant,Henrietta's Table
-71.1212504,42.3723491,restaurant,The Red House
-71.1215195,42.3724072,restaurant,Charlie's Kitchen
-71.1214254,42.372063,restaurant,IHOP
-71.0424995,42.3502312,restaurant,Blue State Coffee
-69.9979526,41.7811711,restaurant,Big Dogs
-72.524443,42.116368,restaurant,Pappas pizza
-71.1678379,42.7187861,restaurant,Pekin Garden
-71.0389354,42.3732601,restaurant,Topasio
-71.0676083,42.4261489,restaurant,Go Chi
-70.6828943,42.0230465,restaurant,Duxbury Pizza
-73.2535383,42.449179,restaurant,Shiro Sushi Lounge
-73.3633315,42.1941485,restaurant,Number 10
-73.3634335,42.1949593,restaurant,Baba Louie's
-71.0700736,42.3572896,restaurant,The Paramount
-71.0770784,42.3488075,restaurant,fogo de chao
-71.0560545,42.4069504,restaurant,Braza Bar And Grill
-70.8411938,42.6811293,restaurant,Ipswich Ale Brewer's Table
-71.4391329,42.360264,restaurant,Paani
-71.4394159,42.3602775,restaurant,Fugakyu Cafe
-71.3908281,42.5818414,restaurant,Thai Jasmine
-71.6846376,42.416572,restaurant,Clinton's Bar and Grill
-71.685329,42.4177486,restaurant,Thai Time
-71.6849429,42.4173237,restaurant,Zaytoon Clinton
-71.1254906,42.6185749,restaurant,Town Market
-71.0914389,42.3662592,restaurant,The Smoke Shop BBQ
-71.101556,42.3643284,restaurant,Little Donkey
-71.09108,42.365965,restaurant,Mamaleh's
-70.6701632,41.5241037,restaurant,Water Street Kitchen
-70.6704082,41.5244676,restaurant,Woods Hole  Wharf
-70.6707059,41.5245931,restaurant,Captain Kidd
-70.6695418,41.5236804,restaurant,Quicks Hole Taqueria
-70.9751146,42.3858297,restaurant,Bridges Nepali Cuisine
-70.6708246,41.5248453,restaurant,Shuckers World Famous Raw Bar
-70.6661332,41.9601324,restaurant,Isaac's Restaurant
-70.9113501,42.1869959,restaurant,The Range Bar & Grill
-70.8870727,42.5365583,restaurant,Black Lobster
-71.148467,42.3577196,restaurant,Stockyard Restaurant
-71.1218121,42.3961604,restaurant,Snappy Ramen
-71.1158389,42.3721154,restaurant,Hokkaido Ramen Santouka
-71.079582,42.350176,restaurant,Stephany's on Newbury
-71.1221103,42.3961276,restaurant,Mike's Food & Spirits
-70.6174285,41.649494,restaurant,Holy Cow Ice Cream
-71.3118775,42.6450424,restaurant,Life Alive Urban Oasis
-71.1328612,42.3532647,restaurant,Totto Ramen
-71.0628969,42.3739303,restaurant,Sullivan's Pub
-71.4519514,42.4323457,restaurant,Thai Chili
-73.1250761,42.4380873,restaurant,Ozzie's
-73.2531095,42.4525623,restaurant,Eat on North
-73.2547733,42.4487408,restaurant,District Kitchen
-71.0714185,42.4979759,restaurant,Early Harvest Diner
-71.589014,42.3408703,restaurant,LongHorn Steakhouse
-71.5903296,42.3405287,restaurant,China Taste
-71.5908257,42.3404171,restaurant,Papa Gino's
-71.2342174,42.4360689,restaurant,Prime Roast Beef and Seafood
-71.2340545,42.4359725,restaurant,Formosa Taipei
-70.8933635,42.5212332,restaurant,Red's Sandwich Shop
-71.0532395,42.3640945,restaurant,Mamma Maria
-71.0559541,42.3631985,restaurant,Neptune Oyster
-71.0779434,42.3488324,restaurant,Sorellina
-70.8958416,42.5209334,restaurant,Ugly Mug Diner
-70.8903406,42.5228833,restaurant,Tavern on the Green
-71.0538289,42.3634484,restaurant,Limoncello
-71.0811812,42.3492931,restaurant,Atlantic Fish
-71.1391008,42.3485418,restaurant,Ittoku
-71.1234968,42.3431611,restaurant,Ganko Ittetsu Ramen
-71.4206816,42.5021996,restaurant,Ginger court
-71.0386089,42.3499228,restaurant,Trio Cafe
-71.048281,42.3536315,restaurant,Outlook Kitchen
-71.0454994,42.3529933,restaurant,Empire
-71.0453037,42.3541429,restaurant,Babboo Pizzeria
-71.0381261,42.3505452,restaurant,Ideal Seafood
-71.0477525,42.3501724,restaurant,Sweetgreen
-71.0479672,42.3542123,restaurant,The Daily Catch Seaport
-71.174662,42.7131521,restaurant,Big-N-Beefy
-70.5011876,41.7716322,restaurant,Pilot House
-71.5338129,42.0189825,restaurant,TKO Pizza
-71.9574262,42.2560108,restaurant,Spencer Country Inn
-71.1420499,42.6566794,restaurant,Sauce
-71.3523769,42.035921,restaurant,Ruby Tuesday
-69.9875639,41.8922111,restaurant,Russ & Marie's BBQ & Seafood Restaurant
-70.736575,41.7741517,restaurant,Saga Fusion
-70.0299458,41.9348115,restaurant,Mac's Shack
-70.1883011,42.0500617,restaurant,Front Street
-71.1272136,42.4030589,restaurant,Rudy's Cafe
-71.1854001,42.3663288,restaurant,Stellina
-71.0550471,42.3660458,restaurant,Theo's Cozy Corner
-71.058817,42.3510898,restaurant,Hei La Moon Restaurant
-71.0599275,42.3518669,restaurant,New Moon Villa Chinese
-70.9430554,42.4584166,restaurant,Porthole
-70.9254981,41.6343658,restaurant,Brick Pizzeria Napoletana
-70.6166751,42.6587864,restaurant,Blue Lobster Grill
-71.0478337,42.4294239,restaurant,Fresco's Roast Beef & Seafood
-70.2545931,41.6548878,restaurant,Giardino's Family Restaurant
-71.2513675,42.1472814,restaurant,Farmer in the Deli
-71.8169811,42.2528449,restaurant,Hacienda Don Juan
-71.0737162,42.3483384,restaurant,Flour Bakery + Cafe
-70.8675915,42.8117519,restaurant,Poynt
-71.2368391,42.3814228,restaurant,Demos Restaurant
-71.1945558,42.4844745,restaurant,Not Your Average Joe's
-71.1943654,42.4843193,restaurant,Bonefish Grill
-71.1940605,42.48437,restaurant,Fresh City
-71.1274467,42.4035022,restaurant,Broadway Eatery
-71.1273221,42.4034431,restaurant,True Bistro
-72.5201945,42.3771116,restaurant,Miss Saigon
-70.9915409,42.0830394,restaurant,Santana Restaurant & Function Hall
-70.8706271,42.8101336,restaurant,Stone Crust Artisan Pizza
-71.1925986,42.4856174,restaurant,Seasons 52
-71.1937904,42.4945766,restaurant,L'Andana
-71.2370402,42.5348474,restaurant,Mike's Famous Roastbeef
-71.2128006,42.4853041,restaurant,Tavern on the Square
-71.2108922,42.4852182,restaurant,Tuscan Kitchen
-71.2004862,42.5114864,restaurant,Chettinad Indian Grill
-71.1307809,42.4057159,restaurant,Venus Pizza and Grill
-71.4012664,42.3017344,restaurant,Tennessee's
-71.1382603,42.3477238,restaurant,Charlie's Pizza & Cafe
-71.4024611,42.3049533,restaurant,J & M Diner
-71.0751841,42.3461504,restaurant,Clery's
-71.1847125,42.5652839,restaurant,Greg's Pizza and Roast Beef
-71.0699156,42.3574284,restaurant,Toscano
-71.7202886,42.275957,restaurant,Buffalo Wild Wings
-71.476509,42.5517909,restaurant,Masala Bay Indian Kitchen
-71.478003,42.5516429,restaurant,Anthony‚Äôs Coal Fired Pizza
-70.2955528,41.6704705,restaurant,B2 Burrito Bistro
-71.0461504,42.3533809,restaurant,Committee
-71.059298,42.3547826,restaurant,Grass Roots Cafe
-71.0557241,42.3418023,restaurant,Mil's Diner
-71.0509188,42.3549526,restaurant,James Hook & Co.
-71.058779,42.3532254,restaurant,The Chicken & Rice Guys - Downtown
-71.0539108,42.3577944,restaurant,Wheelhouse
-71.0474604,42.3364129,restaurant,Lincoln Tavern & Restaurant
-71.0544421,42.357101,restaurant,Flame Cafe
-71.0614194,42.3516147,restaurant,Beard Papa's
-71.0677422,42.3485797,restaurant,Mike & Patty's
-71.0600308,42.3567935,restaurant,Sam LaGrassa's
-71.0746861,42.3354825,restaurant,Blunch
-71.8211265,42.2509782,restaurant,Annie's Clark Brunch
-71.827706,42.2525381,restaurant,Worcester Pizza Factory
-71.0663339,42.4817916,restaurant,Feng's
-71.0555973,42.3628574,restaurant,Taranta Cucina Meridionale
-72.6500142,42.1866971,restaurant,Mrs. Mitchell's Kitchen
-73.2041111,42.7112991,restaurant,Blue Mango
-73.2040483,42.7114046,restaurant,Spice Root
-73.200382,42.7085501,restaurant,Hot Tomatoes Neapolitan Pizza
-71.1290811,42.3523833,restaurant,Shabu-Zen Restaurant
-71.1350581,42.349451,restaurant,The Glenville Stops
-71.1318519,42.3502658,restaurant,Seoulatang
-71.1277186,42.3461287,restaurant,The Daily Catch
-71.132889,42.3528846,restaurant,Fish Market
-71.125428,42.3530003,restaurant,Pikaichi
-71.1243015,42.3518387,restaurant,Holly Crab
-71.1230194,42.3517237,restaurant,Kayuga
-71.130408,42.3529564,restaurant,Jo Jo Taipei
-71.1304855,42.3529828,restaurant,Punjab Palace
-71.1309119,42.3530194,restaurant,Bonchon
-71.1313038,42.3530795,restaurant,Le's Vietnamese
-71.1311303,42.3530567,restaurant,Carlo's
-71.1307999,42.3530122,restaurant,Spicy Malah Pot
-71.1320051,42.3533596,restaurant,Myung Dong
-71.1322694,42.3543195,restaurant,Kaju Tofu House
-71.1324258,42.3538723,restaurant,Chicken and Rice Guys
-71.132296,42.3544569,restaurant,Revolution Street Food
-71.1340698,42.3551047,restaurant,LuLu's Allston
-71.131685,42.3521711,restaurant,Korean Garden
-71.1314223,42.3514098,restaurant,Hanmaru
-71.1319552,42.3518915,restaurant,Dumpling Kingdom
-71.1320054,42.3520441,restaurant,Garlic and Lemon
-71.130521,42.349931,restaurant,Shanghai Gate
-71.1287983,42.3524544,restaurant,Olitoki
-71.1213903,42.3735585,restaurant,Alden & Harlow
-71.4024351,42.3269332,restaurant,georges
-70.9423233,42.5394994,restaurant,The Cheesecake Factory
-71.1054162,42.3495403,restaurant,Insomnia Cookies
-71.1055778,42.3495951,restaurant,University Grill and Pizza
-71.1033215,42.3494125,restaurant,Basho Express
-72.5316884,42.3726736,restaurant,The Hangar
-72.5395227,42.3640659,restaurant,Chili's
-71.0633233,42.3450633,restaurant,Yellow Door Taqueria
-71.0688776,42.0587224,restaurant,Bertucci's
-71.0629056,42.3576412,restaurant,No. 9 Park
-72.5627031,42.4510495,restaurant,Frontier Pizza
-71.2356042,42.2860452,restaurant,Hungry Coyote
-71.0437314,42.074618,restaurant,Flava Jamaica
-72.5186349,42.3760809,restaurant,Balance
-71.0658108,42.0988949,restaurant,Frank's
-71.3584121,42.6250443,restaurant,Unnatis Cafe
-71.3593724,42.6249335,restaurant,Rick's Diner
-71.3583565,42.6252234,restaurant,Sushi Yanagi
-71.358896,42.6249231,restaurant,Lu's Kitchen
-71.0789128,42.4153047,restaurant,Golden Garden
-71.0800629,42.3464233,restaurant,Lucca Back Bay
-71.0790852,42.3470414,restaurant,Champions
-71.08204,42.3458747,restaurant,The Cheesecake Factory
-71.0802008,42.3473792,restaurant,California Pizza Kitchen
-71.1429411,42.4620134,restaurant,Sakura Japanese
-71.1105108,42.418254,restaurant,Real Gusto
-71.1014074,42.1365357,restaurant,Lucky Pizza
-73.3437039,42.2133283,restaurant,Barrington Brewery
-71.6852967,42.2075626,restaurant,Buschel & Peck
-71.152784,42.3491878,restaurant,MDM Noodles‚Äã
-71.0239257,42.4047599,restaurant,Mandarin Buffet
-71.1570186,42.7439738,restaurant,Not Your Average Joes
-71.156283,42.7438989,restaurant,Chuck E. Cheese's
-71.1086905,42.4178068,restaurant,Sura BBQ Boston
-71.108798,42.4180784,restaurant,Tenoch Mexican
-71.120511,42.3734706,restaurant,Felipe's Taqueria
-71.259546,42.5013369,restaurant,Abbott Dining Room
-71.109122,42.3749209,restaurant,Mona Lisa
-71.22937,42.3489257,restaurant,Mango Thai
-71.2298287,42.3484628,restaurant,The Local
-71.2292829,42.3487244,restaurant,Blue Ribbon Bar-B-Q
-71.0858938,42.3479607,restaurant,Dillon's
-71.1514757,42.3368679,restaurant,Agoro's Pizza Bar & Grill Brighton
-71.1516502,42.3368637,restaurant,Fin's Sushi & Grill
-71.065961,42.4542562,restaurant,Giacomo's
-71.5009173,42.1511484,restaurant,99 Restaurant
-71.0809582,42.3954817,restaurant,Outback Steakhouse
-71.0865215,42.4100014,restaurant,Noodles & Company
-71.0580645,42.3579469,restaurant,b.good
-71.1084014,42.3461037,restaurant,Mission Cantina
-70.8908769,42.5199109,restaurant,Brothers Taverna
-71.1082921,42.3225384,restaurant,The Frogmore
-70.1893512,42.0486727,restaurant,Spiritus Pizza
-70.1888102,42.0495313,restaurant,Brewhouse 1620
-70.1884026,42.0499502,restaurant,Vorelli's Restaurant
-70.1878367,42.0502629,restaurant,Central House Restaurant
-70.1877025,42.0510656,restaurant,Saki
-70.1851384,42.0515117,restaurant,Surf Club
-70.1831401,42.0533261,restaurant,Pepe's
-70.1808775,42.0558138,restaurant,Ciro & Sal's
-70.1828987,42.0542661,restaurant,Spindler's
-71.5686861,42.3815717,restaurant,Feng Sushi
-70.1840716,42.0530645,restaurant,Box Lunch
-70.1852459,42.0524207,restaurant,Patio
-70.1963752,42.0433035,restaurant,Beach Market
-71.1313895,42.351347,restaurant,@Union
-71.2751857,42.3114006,restaurant,Singh's Cafe
-71.0873932,42.3411099,restaurant,Amelia's Taqueria
-71.0902023,42.3400953,restaurant,b.good
-71.4992159,42.3499196,restaurant,Marlborough Super Buffet
-71.1373155,42.3538111,restaurant,whole heart provisions
-71.0862168,42.3487669,restaurant,Sonsie
-71.5669898,42.380619,restaurant,Star Ocean (Chinese)
-71.5687896,42.3801983,restaurant,CJ's Gourmet Pizzeria
-70.2880968,41.6505361,restaurant,Egg & I
-70.2877899,41.6505164,restaurant,The Original Gourmet Brunch
-70.2861385,41.6512489,restaurant,Mi Pueblo Magico Patzcuaro
-70.2859282,41.651661,restaurant,Duck Inn Pub
-70.28489,41.6520795,restaurant,Torino Restaurant and Bar
-71.3098547,42.6458074,restaurant,1981 Ramen Bar
-71.3097931,42.6458031,restaurant,Fabiano's Pizzeria and Cafe
-71.307047,42.6454396,restaurant,Green Bamboo
-71.3105585,42.6450067,restaurant,TreMonte Pizzeria Restaurant & Bar
-71.3108431,42.6450463,restaurant,Fuse Bistro
-71.0644327,42.0996643,restaurant,Bickford's
-70.8902773,42.5226472,restaurant,Nat's
-70.2554179,41.6552472,restaurant,Tasty Buffet
-71.0362061,42.5163979,restaurant,Wahlburgers
-71.0171995,42.3615605,restaurant,Legal Sea Foods
-71.0173792,42.3610967,restaurant,Stephanie's
-71.0355947,42.5168261,restaurant,Sweet Green
-70.0722689,42.0172011,restaurant,Savory Pizza & Grill
-71.0845055,42.3715197,restaurant,Courthouse Seafood
-71.0871809,42.3720745,restaurant,Pronto Cafe
-71.0876571,42.3718883,restaurant,Loyal Nine
-71.088105,42.3722014,restaurant,Alfredo's Italian Kitchen
-71.0846302,42.407907,restaurant,Wingstop
-71.070152,42.36202,restaurant,Scampo
-70.0955687,41.2844015,restaurant,Straight Wharf
-70.0943588,41.2847491,restaurant,Oath Craft Pizza
-70.0941955,41.2844681,restaurant,Cru
-71.06548,42.3758443,restaurant,Papa Gino's
-71.0409462,42.389208,restaurant,Ciao Pizza and Pasta
-71.0390941,42.3944075,restaurant,Chelsea Station
-70.664466,42.6113491,restaurant,Latitude 43
-70.6646752,42.6115148,restaurant,Minglewood Tavern
-70.6632263,42.6112635,restaurant,Gloucester House Restaurant
-70.6629949,42.6109511,restaurant,Blue Collar Lobster Co.
-70.6655749,42.611956,restaurant,Short & Main
-70.6657337,42.6114508,restaurant,Horizon
-70.1003872,41.2838132,restaurant,Black Eyed Susan's
-71.0553276,42.3627119,restaurant,Mother Anna's
-71.5645693,42.391485,restaurant,Centro America Cafe
-71.0769798,42.3697929,restaurant,Tahaza
-71.077059,42.3693896,restaurant,Blaze Pizza
-71.0748569,42.367938,restaurant,Bambara
-71.4529326,42.4328404,restaurant,Babico's
-71.8067283,42.2901512,restaurant,Fatima's Cafe
-72.5760117,42.2591141,restaurant,Autentica
-72.5761846,42.2586864,restaurant,food 101
-72.5761679,42.2589961,restaurant,Main Moon
-71.8628747,42.3448273,restaurant,Parrot Pizza
-71.0713814,42.3443729,restaurant,Beehive
-71.0390093,42.3901404,restaurant,The Pasta Box
-70.8815101,42.1738243,restaurant,Lobster Pot
-73.2494666,42.305982,restaurant,Salmon Run Fish House
-71.0608747,42.350687,restaurant,Gaga Seafood Restaurant
-71.0804245,42.4036794,restaurant,Yoki
-71.0802797,42.4040438,restaurant,Regina Pizzeria
-70.6022519,41.5520017,restaurant,Falmouth Raw Bar
-71.0824905,42.3398422,restaurant,Darryl's Corner Bar & Kitchen
-71.0788641,42.3940199,restaurant,Midici
-71.0791672,42.3956422,restaurant,Ernesto's Pizzeria
-71.0791779,42.3955233,restaurant,Paul
-71.0800147,42.3942061,restaurant,Fuji
-71.0794086,42.3943368,restaurant,Southern Kin
-70.5574595,41.4572492,restaurant,Giordano's Restaurant
-71.1521631,42.3489082,restaurant,Boston Bodega
-71.0657802,42.3512653,restaurant,Halal Guys
-71.0672396,42.3521152,restaurant,P.F. Chang's
-71.4321747,42.522882,restaurant,Mayuri
-71.0721417,42.5053047,restaurant,Artichokes
-71.8273294,42.2622101,restaurant,Joey's Bar & Grill
-71.7891634,42.2638236,restaurant,Pomir Grill
-71.5974124,42.3932321,restaurant,110 Grill
-71.4761331,42.5520291,restaurant,Great Road Kitchen
-71.0719203,42.3494568,restaurant,Grill 23
-71.0303776,42.2202165,restaurant,Legal Sea Foods
-71.0821143,42.3658726,restaurant,Sumiao Hunan Kitchen
-71.1665232,42.340234,restaurant,El Pelon
-71.5005408,42.1599907,restaurant,TGI Friday's
-71.3836611,42.6398664,restaurant,Zesty's Pizza
-71.3490397,42.6002622,restaurant,Zesty's Pizza
-71.4837352,42.673746,restaurant,The Farmhouse Cafe
-71.1734159,42.7727291,restaurant,Plantation Bar & Grill
-71.0878616,42.3466132,restaurant,Love Art Sushi
-71.0863458,42.3438426,restaurant,Mumbai Spice Indian Restaurant
-71.0869785,42.3450874,restaurant,Sushiemon Restaurant
-71.0872396,42.3457771,restaurant,pho basil Vietnamese and Thai Kitchen
-71.0872915,42.3459029,restaurant,Shin Hakata Ramen
-72.5533334,42.1311937,restaurant,Route 66 Diner
-71.0555925,42.3645231,restaurant,La Famiglia Giorgio's Restaurant
-71.0735807,42.4275529,restaurant,District Kitchen
-71.0611848,42.4260088,restaurant,Supreme BBQ
-71.0558382,42.4285229,restaurant,Pastalina
-71.0853127,42.3469332,restaurant,Summer Shack
-71.2332382,42.0368137,restaurant,Bangkok Caf√©
-71.2331389,42.0376822,restaurant,Foxboro Mandarin
-71.233265,42.0376503,restaurant,Antonia's Caf√©
-70.8703109,42.8101259,restaurant,Agave Mexican Bistro
-70.986628,42.1913243,restaurant,Golden Crown
-70.9887603,42.1913282,restaurant,Papa Gino's
-71.1193912,42.3951292,restaurant,Ten√≥ch Mexican
-71.0056807,42.1963632,restaurant,Tiki Palace
-71.0924868,42.3666252,restaurant,The Automatic Food & Drink
-70.9921624,42.7250425,restaurant,The Spot
-70.9922948,42.7251451,restaurant,Lola's Mex Cocina
-70.9922707,42.7219061,restaurant,Pomodori
-72.0948371,42.111216,restaurant,BT's Smokehouse
-71.0628464,42.3510404,restaurant,Joy Luck Hot Pot
-71.0627807,42.3512518,restaurant,Empire Garden Restaurant
-71.7975268,42.3113675,restaurant,Min's Wok
-71.0753432,42.3464338,restaurant,Brownstone
-71.0516429,42.3602154,restaurant,Tia's
-71.0716446,42.3518547,restaurant,The Parish Cafe
-71.6872652,42.4236466,restaurant,John's Sandwich Shop
-71.0582331,42.3550826,restaurant,Boston News Cafe
-71.0993925,42.3439433,restaurant,Oath Pizza
-71.1000067,42.3443596,restaurant,Blackbird Doughnuts
-71.100167,42.3447043,restaurant,By Chloe
-71.0225566,42.2200945,restaurant,99 Restaurant & Pub
-71.4109021,42.2800852,restaurant,Jack's Abby Beer Hall & Kitchen
-71.0503612,42.3591768,restaurant,The Reef
-71.5905901,42.3383062,restaurant,Evviva Cucina
-71.2592317,42.3965363,restaurant,Ruth's Chris Steak House
-71.2614953,42.3938046,restaurant,Osteria Posto
-71.2613721,42.3941928,restaurant,Bonefish Grill
-71.1510205,42.4151082,restaurant,La Victoria's Taqueria
-71.0506858,42.3619797,restaurant,Joe's American Grill
-71.0559697,42.1872412,restaurant,Ph·ªü 89
-71.0156654,42.3670194,restaurant,Legal Sea Foods
-71.0163367,42.3671983,restaurant,Wahlburgers
-71.0172603,42.3671407,restaurant,Camden Food Co.
-71.0151135,42.3660124,restaurant,Wolfgang Puck
-71.0164173,42.3659282,restaurant,Jerry Remy's Bar and Grill
-71.0153162,42.3661062,restaurant,Johnny Rockets
-71.0171803,42.3632907,restaurant,Todd's English Bonfire
-71.044282,42.1658891,restaurant,Caffe Bella
-71.0431567,42.1643522,restaurant,Pho 98C
-71.1088701,42.3907133,restaurant,Supreme Kitchen
-71.1402972,42.6852607,restaurant,Friendly's
-71.139441,42.6848269,restaurant,Lee Chen Chinese Cuisine
-71.1456603,42.6885869,restaurant,Subway
-71.1453425,42.688424,restaurant,Sushi Inaka
-71.1243454,42.6800661,restaurant,Harrison's Roast Beef
-70.8857506,42.8680798,restaurant,Cosmos Breakfast Lunch & Dinner
-70.9114848,42.8471973,restaurant,Papa Gino's
-70.9110886,42.8473477,restaurant,Subway
-71.114921,42.7749664,restaurant,Oriental Garden
-71.0541799,42.3601655,restaurant,Wagamama
-71.0691585,42.4688887,restaurant,T'Ahpas 529
-71.0826974,42.3497387,restaurant,Wen's Yunnan Noodle & Ramen
-71.2120463,42.4863532,restaurant,SlowBones BBQ
-71.1363734,42.6852475,restaurant,Fari's Diner
-71.1262113,42.6739244,restaurant,Bertucci's
-71.1217344,42.686106,restaurant,Ninety Nine
-71.0603107,42.1646422,restaurant,Outback Steakhouse
-71.060319,42.1642026,restaurant,Bertucci's
-71.0607241,42.1638725,restaurant,West End Grill
-71.0569715,42.1649075,restaurant,Not Your Average Joe's
-71.0712243,42.4980619,restaurant,Bamboo House
-72.5252427,42.0777353,restaurant,Ninety-Nine Restaurant
-72.513837,42.0642915,restaurant,Green/Wich
-71.0354602,42.4731014,restaurant,Iron Town Diner
-71.0687384,42.502423,restaurant,Caff√© Italia
-71.0450034,42.1638744,restaurant,Pho So 1 Boston
-71.0454674,42.1645822,restaurant,Ocean City
-71.2466407,42.3740605,restaurant,Carl's
-71.1851414,42.3581175,restaurant,Amarin of Thailand
-71.132806,42.7041211,restaurant,J & M Subs Seafood & Pizzeria
-72.739299,42.6034509,restaurant,Foxtown Diner
-72.7415262,42.6021292,restaurant,Blue Rock Restaurant
-70.6718624,42.6188437,restaurant,Paprika Grill
-70.6718793,42.6185798,restaurant,George's
-70.6669954,42.6123814,restaurant,Two Sisters
-70.6661966,42.6102779,restaurant,Fort Square Cafe
-70.6476711,42.6146305,restaurant,Zeke's
-70.6509153,42.6174148,restaurant,Lee's
-70.9261993,41.6352344,restaurant,No Problemo
-72.5209286,42.3397518,restaurant,Mission Cantina
-70.923521,41.636465,restaurant,dNB Burgers
-70.9452558,41.5873714,restaurant,Little Moss
-70.9435243,41.5863917,restaurant,The Sail Loft
-73.2063771,42.465972,restaurant,Papa Gino's
-73.2045972,42.4704234,restaurant,Hibachi Buffet
-73.2143969,42.464773,restaurant,Subway
-73.2142467,42.4648521,restaurant,China Wok
-73.2441212,42.4475128,restaurant,Ayelada
-73.2539997,42.4491991,restaurant,Hot Harry's Fresh Burritos
-73.1626196,42.4734111,restaurant,Angelina's Sub Shop
-73.1720046,42.4734883,restaurant,Hot Harry's Fresh Burritos
-73.1720663,42.4734962,restaurant,Dalton Restaurant
-70.9572996,41.6049373,restaurant,Friendly Pizza
-73.2364726,42.4565763,restaurant,Pizza House
-73.2392245,42.4569918,restaurant,Hot Tomatoes
-71.3822168,42.298182,restaurant,Minado
-71.3393668,42.2851216,restaurant,Morse Tavern
-71.2532866,42.1459979,restaurant,First Sandwich Shop
-71.1015669,42.0661428,restaurant,The Farmer's Daughter
-71.0623102,42.5080967,restaurant,Chuck Wagon Diner
-71.0637309,42.5171832,restaurant,DinoÄôs Brick Oven Pizzeria
-71.0636089,42.5171412,restaurant,Meletharb Ice Cream
-71.0635072,42.5171062,restaurant,Jade Gourmet
-71.0711091,42.5048007,restaurant,Piece O' Pizza
-71.0621541,42.353697,restaurant,Legal Crossing
-71.8243791,42.2492049,restaurant,Debbie's Pizza
-71.0699485,42.5030954,restaurant,Charm Thai Bistro
-71.0705438,42.5032454,restaurant,Sakura Organic
-71.0755362,42.5025734,restaurant,North Avenue Diner
-71.0626995,42.3533122,restaurant,Sip Wine Bar - Kitchen
-71.0618225,42.3543481,restaurant,Back Deck
-71.0968126,42.373089,restaurant,Puritan & Company
-71.0426929,42.3500423,restaurant,Rosa Mexicano
-71.1207269,42.339674,restaurant,Grainne O'Malley's
-71.0761569,42.5024866,restaurant,Diamond Fortune
-71.0761821,42.5025264,restaurant,The Porch
-71.0762131,42.502581,restaurant,Wakefield House of Pizza
-71.0713602,42.5054866,restaurant,Zuzu's Cafe
-71.0712502,42.5050237,restaurant,Sabatino's
-71.070842,42.5043911,restaurant,My Brother's Place Pizza
-71.0713192,42.498021,restaurant,MorenaÄôs Cucina Rustica
-71.0691851,42.4966524,restaurant,Lisa's Family Pizzeria
-71.8198742,42.2516372,restaurant,Fantastic Pizza
-71.8070442,42.2873183,restaurant,Ciao Bella
-71.7981762,42.2564992,restaurant,Smokestack Urban Barbecue
-71.8055201,42.2528304,restaurant,Corner Lunch Diner
-71.7977041,42.256666,restaurant,BirchTree Bread Company
-71.7954995,42.2593697,restaurant,The Compass Tavern
-71.7978304,42.257329,restaurant,The Banner Bar & Grille
-71.1109994,42.5779726,restaurant,Kitty's Restaurant
-71.1108291,42.5770542,restaurant,Papa Ginos
-71.1098578,42.5705545,restaurant,Joe Fish
-71.1159639,42.5878542,restaurant,Horseshoe Grill
-71.1092979,42.5666702,restaurant,Marios Pizza
-71.1074918,42.5221918,restaurant,The Green Tomato Kitchen
-71.1024385,42.5187092,restaurant,Cafe Capri
-71.0150719,42.5923702,restaurant,Angelica's
-71.1162123,42.5913673,restaurant,Ginger Gourmet
-71.1012197,42.4934549,restaurant,Three Amigos
-70.994123,42.3991179,restaurant,Dimino's
-70.9925067,42.3976753,restaurant,Beachmont Roast Beef
-71.0007793,42.3976782,restaurant,Flaming Grill & Buffet
